"MEG_ID"	"Broadclass"	"Class"	"Mechanism"	"Gene"
"3354"	"MEG_7831"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"YGIW"
"3355"	"MEG_1477"	"Drugs"	"Glycopeptides"	"Bleomycin_resistance_protein"	"BRP"
"3356"	"MEG_396"	"Metals"	"Iron_resistance"	"Iron_resistance_protein"	"ACN"
"3357"	"MEG_2032"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"COPA"
"3358"	"MEG_2531"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"
"3359"	"MEG_4203"	"Biocides"	"Paraquat_resistance"	"Paraquat_resistance_protein"	"NMPC"
"3360"	"MEG_3847"	"Metals"	"Mercury_resistance"	"Mercury_resistance_protein"	"MERB"
"3361"	"MEG_6828"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"3362"	"MEG_2450"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CUSC"
"3363"	"MEG_1633"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATS"
"3364"	"MEG_5063"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3365"	"MEG_6525"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SME"
"3366"	"MEG_7449"	"Drugs"	"Glycopeptides"	"VanA-type_regulator"	"VANRA"
"3367"	"MEG_5813"	"Metals"	"Arsenic_resistance"	"Arsenic_resistance_protein"	"PSTA"
"3368"	"MEG_4215"	"Drugs"	"Aminoglycosides"	"16S_rRNA_methyltransferases"	"NPMA"
"3369"	"MEG_1750"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMH"
"3370"	"MEG_3957"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"MIR"
"3371"	"MEG_2559"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"
"3372"	"MEG_7267"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TOLC"
"3373"	"MEG_5430"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"3374"	"MEG_7849"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"ZINT"
"3375"	"MEG_2983"	"Drugs"	"Fosfomycin"	"Fosfomycin_thiol_transferases"	"FOSA"
"3376"	"MEG_2601"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"
"3377"	"MEG_1128"	"Drugs"	"Rifampin"	"Rifampin_ADP-ribosyltransferase_Arr"	"ARR"
"3378"	"MEG_7043"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETB"
"3379"	"MEG_4354"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXB"
"3380"	"MEG_1688"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CFX"
"3381"	"MEG_6617"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULII"
"3382"	"MEG_3879"	"Metals"	"Mercury_resistance"	"Mercury_resistance_protein"	"MERP"
"3383"	"MEG_2245"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"3384"	"MEG_1698"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CFX"
"3385"	"MEG_960"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"3386"	"MEG_6299"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"3387"	"MEG_7589"	"Drugs"	"Glycopeptides"	"VanG-type_resistance_protein"	"VANXYG"
"3388"	"MEG_374"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_SMR_efflux_pumps"	"ABES"
"3389"	"MEG_5679"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"3390"	"MEG_1470"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_regulator"	"BMR"
"3391"	"MEG_2456"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CUTC"
"3392"	"MEG_6928"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"3393"	"MEG_2797"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMB"
"3394"	"MEG_3291"	"Biocides"	"Acetate_resistance"	"Acetate_resistance_protein"	"ICLR"
"3395"	"MEG_4997"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3396"	"MEG_1692"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CFX"
"3397"	"MEG_5339"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PARC|RequiresSNPConfirmation"
"3398"	"MEG_3640"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"LRG"
"3399"	"MEG_2803"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMB"
"3400"	"MEG_2868"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_regulator"	"EVGS"
"3401"	"MEG_5044"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3402"	"MEG_7624"	"Drugs"	"MLS"	"Streptogramin_A_O-acetyltransferase"	"VATD"
"3403"	"MEG_1060"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-PRIME"
"3404"	"MEG_5741"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"3405"	"MEG_5481"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"3406"	"MEG_2027"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"COPA"
"3407"	"MEG_1545"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CARB"
"3408"	"MEG_6628"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULII"
"3409"	"MEG_1393"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"3410"	"MEG_1491"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"CARA"
"3411"	"MEG_7157"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"
"3412"	"MEG_2116"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"CPXAR"
"3413"	"MEG_3699"	"Drugs"	"Lipopeptides"	"Colistin_phosphoethanolamine_transferase"	"MCR"
"3414"	"MEG_2447"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CUSB"
"3415"	"MEG_2940"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"FOLP|RequiresSNPConfirmation"
"3416"	"MEG_1577"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATA"
"3417"	"MEG_3140"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"GLPF"
"3418"	"MEG_2444"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"CUID"
"3419"	"MEG_3460"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"KMRA"
"3420"	"MEG_3071"	"Drugs"	"Fusidic_acid"	"Fusidic_acid-resistant_mutation"	"FUSE|RequiresSNPConfirmation"
"3421"	"MEG_7452"	"Drugs"	"Glycopeptides"	"VanA-type_regulator"	"VANRA"
"3422"	"MEG_5330"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PARC|RequiresSNPConfirmation"
"3423"	"MEG_4804"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3424"	"MEG_2380"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"3425"	"MEG_7358"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"
"3426"	"MEG_1485"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_regulator"	"CADC"
"3427"	"MEG_4232"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"OCH"
"3428"	"MEG_3191"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA|RequiresSNPConfirmation"
"3429"	"MEG_7059"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETC"
"3430"	"MEG_3216"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA|RequiresSNPConfirmation"
"3431"	"MEG_7250"	"Drugs"	"Mycobacterium_tuberculosis-specific_Drug"	"Para-aminosalicylic_acid_resistant_mutant"	"THYA|RequiresSNPConfirmation"
"3432"	"MEG_4337"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXB"
"3433"	"MEG_3466"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"KPC"
"3434"	"MEG_6405"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"3435"	"MEG_4749"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3436"	"MEG_7061"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETC"
"3437"	"MEG_2977"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"FONA"
"3438"	"MEG_3175"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_mutant"	"GSHF|RequiresSNPConfirmation"
"3439"	"MEG_121"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"3440"	"MEG_6047"	"Drugs"	"Rifampin"	"RNA-polymerase_binding_protein"	"RBPA"
"3441"	"MEG_2974"	"Drugs"	"Fosfomycin"	"Fosfomycin_phosphorylation"	"FOMB"
"3442"	"MEG_3166"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"GOB"
"3443"	"MEG_1200"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BBI"
"3444"	"MEG_1705"	"Metals"	"Chromium_resistance"	"Chromium_resistance_protein"	"CHRA"
"3445"	"MEG_2084"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"CORA"
"3446"	"MEG_692"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"ADEJ"
"3447"	"MEG_126"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"3448"	"MEG_2120"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"CPXAR"
"3449"	"MEG_7005"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TET52"
"3450"	"MEG_2924"	"Drugs"	"Phenicol"	"Phenicol_resistance_MFS_efflux_pumps"	"FLOR"
"3451"	"MEG_5903"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"3452"	"MEG_2655"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPR"
"3453"	"MEG_4550"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3454"	"MEG_6647"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TBTM"
"3455"	"MEG_5139"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3456"	"MEG_3081"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"GADW"
"3457"	"MEG_3764"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MDTO"
"3458"	"MEG_7137"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETM"
"3459"	"MEG_3315"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IMP"
"3460"	"MEG_3608"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUA"
"3461"	"MEG_7499"	"Drugs"	"Glycopeptides"	"VanC-type_regulator"	"VANSC"
"3462"	"MEG_4184"	"Drugs"	"Metronidazole"	"nim_nitroimidazole_reductase"	"NIME"
"3463"	"MEG_2707"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_ABC_efflux_pumps"	"EFRB"
"3464"	"MEG_100"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"3465"	"MEG_7060"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETC"
"3466"	"MEG_6576"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_SMR_efflux_pump"	"SUGE"
"3467"	"MEG_5765"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"PER"
"3468"	"MEG_6108"	"Drugs"	"Rifampin"	"Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	"RPOB|RequiresSNPConfirmation"
"3469"	"MEG_6634"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULII"
"3470"	"MEG_493"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACT"
"3471"	"MEG_786"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"3472"	"MEG_7685"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"VGA"
"3473"	"MEG_5420"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"PCOC"
"3474"	"MEG_925"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"3475"	"MEG_7025"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETA"
"3476"	"MEG_4605"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3477"	"MEG_3647"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"LSAC"
"3478"	"MEG_4899"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3479"	"MEG_1834"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"3480"	"MEG_4739"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3481"	"MEG_4152"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"NDM"
"3482"	"MEG_3955"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"MIR"
"3483"	"MEG_5205"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3484"	"MEG_7821"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"YFEA"
"3485"	"MEG_4797"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3486"	"MEG_7806"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_mutant"	"WALK|RequiresSNPConfirmation"
"3487"	"MEG_7661"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"VEB"
"3488"	"MEG_4565"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3489"	"MEG_5136"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3490"	"MEG_697"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"ADEK"
"3491"	"MEG_7134"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETM"
"3492"	"MEG_4109"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_RND_efflux_pumps"	"NALC|RequiresSNPConfirmation"
"3493"	"MEG_2835"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMG"
"3494"	"MEG_2725"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"EMRB"
"3495"	"MEG_7269"	"Metals"	"Tellurium_resistance"	"Tellurium_resistance_protein"	"TRGA"
"3496"	"MEG_90"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"3497"	"MEG_3920"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXN"
"3498"	"MEG_3860"	"Metals"	"Mercury_resistance"	"Mercury_resistance_regulator"	"MERD"
"3499"	"MEG_184"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"3500"	"MEG_4070"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"MSRA"
"3501"	"MEG_2998"	"Drugs"	"Fosfomycin"	"Fosfomycin_thiol_transferases"	"FOSA"
"3502"	"MEG_3742"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_MFS_efflux_pumps"	"MDRL"
"3503"	"MEG_3079"	"Biocides"	"Acid_resistance"	"Acid_resistance_protein"	"GADC"
"3504"	"MEG_3019"	"Drugs"	"Fosfomycin"	"Fosfomycin_thiol_transferases"	"FOSE"
"3505"	"MEG_4579"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3506"	"MEG_1247"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAA"
"3507"	"MEG_2708"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"ELM"
"3508"	"MEG_2529"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"
"3509"	"MEG_3665"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"MCO"
"3510"	"MEG_703"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"ADER"
"3511"	"MEG_779"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"3512"	"MEG_4372"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"ORN"
"3513"	"MEG_972"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"3514"	"MEG_2491"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"
"3515"	"MEG_2824"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMD"
"3516"	"MEG_4281"	"Drugs"	"betalactams"	"Mutant_porin_proteins"	"OMP36|RequiresSNPConfirmation"
"3517"	"MEG_3320"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IMP"
"3518"	"MEG_7475"	"Drugs"	"Glycopeptides"	"VanD-type_regulator"	"VANRD"
"3519"	"MEG_65"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC3"
"3520"	"MEG_3946"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_regulator"	"MGTA"
"3521"	"MEG_3507"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"KPC"
"3522"	"MEG_6691"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"3523"	"MEG_507"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"3524"	"MEG_3303"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"IMI"
"3525"	"MEG_2915"	"Drugs"	"Phenicol"	"Phenicol_resistance_MFS_efflux_pumps"	"FLOR"
"3526"	"MEG_2457"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CUTE"
"3527"	"MEG_4553"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3528"	"MEG_2639"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR|RequiresSNPConfirmation"
"3529"	"MEG_253"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"3530"	"MEG_7070"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETD"
"3531"	"MEG_7204"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_regulator"	"TETU"
"3532"	"MEG_7225"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"
"3533"	"MEG_3037"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"FOX"
"3534"	"MEG_1978"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"3535"	"MEG_2792"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMB"
"3536"	"MEG_6064"	"Drugs"	"Aminoglycosides"	"16S_rRNA_methyltransferases"	"RMTB"
"3537"	"MEG_4758"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3538"	"MEG_1971"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"3539"	"MEG_3871"	"Metals"	"Mercury_resistance"	"Mercury_resistance_protein"	"MERG"
"3540"	"MEG_3042"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"FOX"
"3541"	"MEG_3306"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"IMI"
"3542"	"MEG_4205"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_regulator"	"NMTR"
"3543"	"MEG_7046"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETB"
"3544"	"MEG_4360"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXB"
"3545"	"MEG_2894"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"FECD"
"3546"	"MEG_5259"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3547"	"MEG_1640"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MATE_efflux_pumps"	"CDEA"
"3548"	"MEG_4593"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3549"	"MEG_1250"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"BLAB"
"3550"	"MEG_3995"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"MMCO"
"3551"	"MEG_2659"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPR"
"3552"	"MEG_3891"	"Metals"	"Mercury_resistance"	"Mercury_resistance_protein"	"MERT"
"3553"	"MEG_6607"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULI"
"3554"	"MEG_3246"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"GYRBA|RequiresSNPConfirmation"
"3555"	"MEG_6080"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"ROB"
"3556"	"MEG_131"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"3557"	"MEG_317"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"3558"	"MEG_1246"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAA"
"3559"	"MEG_2127"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	"CRDR"
"3560"	"MEG_5690"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"3561"	"MEG_5208"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3562"	"MEG_7282"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"TROD"
"3563"	"MEG_3870"	"Metals"	"Mercury_resistance"	"Mercury_resistance_protein"	"MERF"
"3564"	"MEG_1707"	"Metals"	"Chromium_resistance"	"Chromium_resistance_protein"	"CHRA"
"3565"	"MEG_210"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"3566"	"MEG_7487"	"Drugs"	"Glycopeptides"	"VanA-type_regulator"	"VANSA"
"3567"	"MEG_3857"	"Metals"	"Mercury_resistance"	"Mercury_resistance_protein"	"MERC"
"3568"	"MEG_84"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"3569"	"MEG_1497"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CARB"
"3570"	"MEG_5341"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PARC|RequiresSNPConfirmation"
"3571"	"MEG_2688"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"
"3572"	"MEG_6544"	"Biocides"	"Peroxide_resistance"	"peroxide_resistance_protein"	"SODB"
"3573"	"MEG_444"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACT"
"3574"	"MEG_1303"	"Drugs"	"betalactams"	"Penicillin_binding_protein_regulator"	"BLAR"
"3575"	"MEG_4644"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3576"	"MEG_4053"	"Drugs"	"Cationic_antimicrobial_peptides"	"Defensin-resistant_mprF"	"MPRF"
"3577"	"MEG_259"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"3578"	"MEG_6589"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULI"
"3579"	"MEG_1041"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-DPRIME"
"3580"	"MEG_6055"	"Drugs"	"Mycobacterium_tuberculosis-specific_Drug"	"Para-aminosalicylic_acid_resistant_mutant"	"RIBD|RequiresSNPConfirmation"
"3581"	"MEG_5959"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"3582"	"MEG_5750"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"PEDO"
"3583"	"MEG_7322"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_regulator"	"TUNR"
"3584"	"MEG_5418"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"PCOB"
"3585"	"MEG_1526"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CARB"
"3586"	"MEG_1972"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"3587"	"MEG_5298"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OXY"
"3588"	"MEG_7815"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"YCNJ"
"3589"	"MEG_891"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"3590"	"MEG_7864"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_regulator"	"ZRAS"
"3591"	"MEG_7164"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"
"3592"	"MEG_4241"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OKP"
"3593"	"MEG_7360"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"
"3594"	"MEG_5271"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"3595"	"MEG_495"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACT"
"3596"	"MEG_7601"	"Drugs"	"Glycopeptides"	"VanD-type_accessory_protein"	"VANYD"
"3597"	"MEG_1811"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"3598"	"MEG_2119"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"CPXAR"
"3599"	"MEG_7159"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"
"3600"	"MEG_7804"	"Drugs"	"Mycobacterium_tuberculosis-specific_Drug"	"Viomycin_phosphotransferases"	"VPH"
